Pallet,"Month, Year",Timestamp,Item (ex. Surgical Gloves),Manufacturer ,Quantity (ex. 200),Expiration date (ex. 12/31/2024),Category,Notes,Pallet Number (Blueprints member will give this),Box Number (Blueprints member will give this)
,,3/15/2024 16:41:29,Safety Tube Holder,greiner bio one,1,,Tubing/Catheters,,1,32
,,3/15/2024 16:41:43,blood collection set,BD,14,2/28/2025,Needles and Syringes,,1,31
,,3/15/2024 16:41:58,single-lumen infusion catheter ,teleflex,1,3/31/2028,Tubing/Catheters,,1,21
,,3/15/2024 16:42:08,Isothermal adult omniflex connector,AirLife,2,,"Emergency Response and Resuscitation (CPR, Defibrillators)",,1,21
,,3/15/2024 16:42:09,kit s: urine serum plasma and gene expression ,tempest therapeutics,1,8/31/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:42:14,Kit G: TPST PD Collection (2TP),Tempest Therapeutics,2,11/1/2023,Other,,P1,B24
,,3/15/2024 16:42:40,Pipettes ,No manufacturer listed,350,,Surgical Tools,Some packaged some unpackaged ,1,31
,,3/15/2024 16:43:00,kit o: biopsy collection ,tempest therapeutics,3,11/1/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:43:10,Intubation equipment,No manufacturer listed,1,,"Respiratory care (masks, nebulizer, cannula)",,1,21
,,3/15/2024 16:43:15,blood draw kits,No manufacturer listed,20,,Other,,1,31
,,3/15/2024 16:43:33,peak flow meter,monaghan,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:43:43,Intravia container,Baxter,2,,Tubing/Catheters,,1,21
,,3/15/2024 16:43:48,Sample collection bags,Covance,10,,Other,,1,31
,,3/15/2024 16:43:55,Kit I: Gene Expression Collection (2TP),Tempest Therapeutics,7,4/30/2024,Other,,P1,B24
,,3/15/2024 16:43:55,kit k : whole blood collection ,tempest therapeutics,3,10/31/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,24
,,3/15/2024 16:44:01,blood collection needles ,micsafe,75,5/1/2027,Needles and Syringes,,1,31
,,3/15/2024 16:44:09,Gvl 1 stat glide scope ,Verathon,5,7/19/2026,Tubing/Catheters,,1,31
,,3/15/2024 16:44:13,Specimen collection bag ,Convance,8,,Other,,1,31
,,3/15/2024 16:44:28,IV tape,No manufacturer listed,2,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:44:48,urethral cathater,Bard,4,6/30/2028,Tubing/Catheters,,1,31
,,3/15/2024 16:44:58,Syringes ,No manufacturer listed,30,,Other,,1,32
,,3/15/2024 16:45:03,adult regional saturation sensor,covidien,1,9/17/2021,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:45:10,Exchange transfusion set,Vygon ,1,9/30/2023,Other,,1,31
,,3/15/2024 16:45:13,0.2 micron low protein binding filter ,BD,1,8/6/2025,Tubing/Catheters,,1,21
,,3/15/2024 16:45:41,paper ,standard register ,1,,Other,,1,31
,,3/15/2024 16:45:42,urine collection tubes ,No manufacturer listed,6,,Other,,1,31
,,3/15/2024 16:45:57,Woven gauze sponge,Medline,10,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 16:45:58,nasopharyngeal temperature probe,deroyal ,1,1/10/2025,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:46:26,blood draw kits + tubes ,pace ,20,9/5/2023,Needles and Syringes,,1,31
,,3/15/2024 16:46:33,Arterial pressure tubing,ICUMedical,2,,Tubing/Catheters,,1,21
,,3/15/2024 16:46:45,Plastic thing with hole in it,Genmab ,35,,Other,,1,31
,,3/15/2024 16:46:48,Biohazard Bag,No manufacturer listed,100,,Other,,1,32
,,3/15/2024 16:47:16,glass slides ,No manufacturer listed,7,,Other,,1,31
,,3/15/2024 16:47:21,5mL syringe,BD,4,5/31/2028,Needles and Syringes,,1,21
,,3/15/2024 16:47:30,Nasopharyngeal temp probe,DeRoyal,1,1/10/2025,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:47:39,stool collection kit ,,3,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,31
,,3/15/2024 16:47:52,oxygen tubing,No manufacturer listed,1,,Tubing/Catheters,,1,21
,,3/15/2024 16:47:54,Face goggles,DeRoyal,1,,PPE (Gloves/Masks),,1,21
,,3/15/2024 16:48:24,pupil gauge ,medichoice,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,21
,,3/15/2024 16:51:02,face masks,dymex ,2,,PPE (Gloves/Masks),,1,32
,,3/15/2024 16:51:09,Patient Slippers,Medline,15,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,32
,,3/15/2024 16:51:14,3 ml pipet,No manufacturer listed,33,,Other,,1,32
,,3/15/2024 16:51:18,Blood Collection Kit,,70,10/31/2023,Needles and Syringes,,1,32
,,3/15/2024 16:52:27,Vial connector blood collection,BD,70,,Tubing/Catheters,,1,32
,,3/15/2024 16:53:02,Vials,,100,,Needles and Syringes,,1,32
,,3/15/2024 16:53:31,Plasma collection kit,BD,5,8/25/2023,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,23
,,3/15/2024 16:53:46,Vial,No manufacturer listed,100,10/1/2023,Needles and Syringes,,1,32
,,3/15/2024 16:54:08,95 kPa specimen transport bag,vonseql,15,,Other,,1,32
,,3/15/2024 16:54:21,Blood collection needle,BD,5,,Needles and Syringes,,1,32
,,3/15/2024 16:55:28,DNA Kits,DNA Genotek,5,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,32
,,3/15/2024 16:55:43,blood collection needles,BD,1,,Needles and Syringes,,1,32
,,3/15/2024 16:56:00,Blood Collection Needle,BD,3,1/31/2026,Needles and Syringes,,1,32
,,3/15/2024 16:57:57,safety blood collection needle,micsafe,2,5/1/2025,Needles and Syringes,,1,32
